amount,avgAmount,amountDeviationPercent,txnPerMinute,newDevice,countryMismatch,fraud
19382.57,4504,330.3412522202487,2,1,1,1
10722.8,2248,376.99288256227754,1,1,0,1
1089.96,3530,69.1229461756374,12,1,1,1
18114.79,2861,533.162880111849,4,0,1,1
16215.52,1574,930.2109275730622,9,1,1,1
7736.98,1494,417.8701472556894,6,1,0,1
10075.08,555,1715.3297297297297,8,1,0,1
3697.07,3486,6.054790590935174,9,1,1,1
9163.16,2917,214.12958519026395,12,0,1,1
13234.77,3921,237.53557765876053,1,1,0,1
3979.52,1638,142.94993894993894,4,0,0,0
13628.35,2311,489.7165729121593,1,0,0,1
16622.48,2304,621.4618055555555,11,1,1,1
16246.48,4638,250.29064251832685,7,0,0,1
8962.88,1904,370.7394957983193,8,0,1,1
4155.68,3076,35.10013003901171,5,0,1,0
6906.34,3964,74.22653884964683,1,0,1,0
790.24,4187,81.12634344399332,4,1,0,0
9257.93,1268,630.1206624605679,11,0,1,1
4650.06,3165,46.92132701421802,4,0,1,0
3668.14,3803,3.5461477780699484,3,0,1,0
14719.4,4236,247.4834749763928,6,1,1,1
4188.47,3489,20.047864717684156,6,0,0,0
14811.96,2320,538.4465517241379,9,1,1,1
11727.41,2979,293.66935213158774,2,0,1,1
16425.77,2926,461.37286397812716,2,1,1,1
12871.7,1712,651.8516355140188,11,1,1,1
13657.42,2432,461.57154605263156,10,0,1,1
15557.3,2782,459.21279654924507,9,1,1,1
16398.84,4231,287.58780430158356,9,0,0,1
800.63,1590,49.645911949685534,1,0,1,0
3430.21,1187,188.98146588037068,1,1,0,1
13967.05,4562,206.16067514248132,11,0,1,1
14627.69,4006,265.1445332001997,7,0,1,1
19557.38,3591,444.62211083263713,7,0,1,1
3801.75,4438,14.33641279855791,6,0,1,0
17851.11,4206,324.4201141226819,5,0,0,1
9305.71,4117,126.03133349526352,6,0,1,0
9610.02,674,1325.818991097923,4,0,0,1
10713.74,3059,250.2366786531546,8,1,0,1
439.24,2607,83.15151515151517,3,0,1,0
3679.21,1942,89.4546858908342,10,1,0,1
8874.1,2335,280.0471092077088,3,1,0,1
436.67,4375,90.01897142857143,6,0,1,0
6893.79,2662,158.97032306536437,5,0,0,1
13836.62,1312,954.6204268292684,8,0,0,1
9563.13,4637,106.2352814319603,6,1,0,0
1003.13,706,42.08640226628895,3,1,1,1
626.46,2206,71.60199456029012,9,1,1,1
9880.73,2429,306.781803211198,7,1,0,1
7434.52,332,2139.3132530120483,10,0,0,1
6072.36,3223,88.40707415451442,12,1,1,1
9436.37,4529,108.35438286597486,1,1,1,1
2303.88,3941,41.54072570413601,6,0,1,0
12417.42,4369,184.21652552071413,1,0,1,1
6298.59,2435,158.66899383983574,6,0,0,1
9206.13,3473,165.07716671465587,2,0,1,1
2218.7,1734,27.95271049596308,5,1,0,0
1258.7,320,293.34375,10,1,0,1
5892.75,752,683.6103723404256,11,1,0,1
14722.88,4356,237.9908172635445,6,0,0,1
13855.42,3389,308.83505458837413,3,1,0,1
13408.6,3614,271.0182623132264,9,1,1,1
5540.98,3136,76.6894132653061,5,1,1,1
15342.18,4797,219.82864290181365,4,0,0,1
17028.39,1602,962.9456928838952,12,1,0,1
14205.01,2340,507.05170940170945,3,1,0,1
10711.26,2240,378.18125,11,0,1,1
17563.95,916,1817.461790393013,1,0,1,1
935.73,2494,62.480753809141945,4,1,0,0
2453.16,4267,42.50855401921726,7,0,0,0
12154.16,3090,293.33851132686084,4,1,0,1
6735.05,2113,218.74349266445813,11,0,0,1
13233.37,4309,207.1100023207241,3,0,1,1
19931.14,2612,663.0604900459418,3,0,0,1
5463.82,3793,44.05009227524386,6,0,1,0
4308.88,1441,199.0201249132547,11,1,0,1
16041.18,1352,1086.4778106508875,12,0,1,1
19156.77,394,4762.124365482234,12,1,1,1
17774.32,2443,627.5611952517396,8,0,0,1
12968.83,3819,239.5870646766169,3,1,1,1
19442.61,1519,1179.9611586570113,9,0,1,1
775.38,2041,62.009799118079364,11,0,0,1
18292.87,816,2141.7732843137255,8,0,1,1
15267.55,1705,795.457478005865,2,1,1,1
15634.51,4804,225.4477518734388,2,1,1,1
10886.29,4141,162.89036464622072,3,0,1,1
13368.55,651,1953.5407066052226,7,0,0,1
10164.21,4541,123.8319753358291,5,0,1,0
11733.49,915,1182.3486338797813,9,0,0,1
12449.87,3404,265.7423619271446,7,0,1,1
4324.93,1252,245.44169329073483,5,1,0,1
10779.03,3951,172.81776765375855,2,1,1,1
14835.91,750,1878.1213333333333,1,1,1,1
16322.24,2914,460.1317776252574,12,1,1,1
18602.04,621,2895.497584541063,4,1,0,1
8575.11,401,2038.4314214463843,5,1,1,1
3207.32,3194,0.41703193487790124,10,1,0,1
1552.4,3364,53.8525564803805,5,1,0,0
13895.38,3454,302.2982049797336,1,0,1,1
4858.45,1126,331.47868561278864,4,0,0,1
18392.13,603,2950.10447761194,9,0,1,1
5390.98,2347,129.69663400085213,1,0,1,0
557.26,1656,66.34903381642512,11,1,0,1
12124.04,2277,432.45674132630654,4,1,1,1
708.7,3587,80.2425425146362,2,1,1,1
14314.46,2553,460.69173521347426,2,1,1,1
11269.71,2502,350.4280575539568,3,0,0,1
11584.51,441,2526.873015873016,4,0,1,1
11488.63,1554,639.2940797940797,9,0,1,1
393.78,4513,91.27454021715046,11,0,1,1
5704.22,4094,39.33121641426479,10,1,1,1
8601.25,3024,184.43287037037038,5,0,0,1
8196.24,202,3957.5445544554455,1,1,0,1
15990.5,4445,259.74128233970754,5,0,0,1
6539.69,353,1752.6033994334277,8,0,1,1
18025.4,3226,458.753874767514,4,0,1,1
3627.27,389,832.4601542416452,7,1,1,1
2334.73,1785,30.797198879551825,7,1,0,0
3667.92,2639,38.98901098901099,2,0,0,0
9354.11,3873,141.5210431190292,11,0,1,1
12971.45,2024,540.8819169960475,7,1,1,1
6395.23,4579,39.66433719152652,7,0,0,0
14408.57,2819,411.12344803121675,3,1,0,1
13233.51,1897,597.6020031628888,6,1,1,1
1901.08,966,96.7991718426501,2,0,1,0
6257.29,3376,85.34626777251185,2,0,1,0
10882.89,1557,598.9653179190751,12,0,0,1
7455.29,3548,110.12655016910935,7,0,1,0
15321.11,3767,306.719139899124,10,0,1,1
1232.04,445,176.86292134831461,11,1,1,1
10059.24,4394,128.9312699135184,3,1,0,0
19765.2,2362,736.7993226079593,1,0,1,1
4826.17,3101,55.632699129313124,1,0,0,0
6817.61,3161,115.67889908256879,8,1,1,1
18471.7,4768,287.4098154362416,9,0,0,1
6858.08,1315,421.52699619771863,12,1,0,1
11429.9,2053,456.74135411592795,3,0,0,1
5033.32,3093,62.732622049789846,12,0,0,1
3074.32,2947,4.320325755005096,10,0,0,1
5693.66,3327,71.13495641719267,4,0,0,0
19980.59,4671,327.75829586812245,2,0,0,1
19711.49,2756,615.2209724238027,2,1,1,1
14991.73,472,3076.213983050847,9,0,1,1
14219.11,1381,929.6241853729182,11,0,0,1
11212.05,2140,423.9275700934579,2,0,0,1
1980.21,1942,1.9675592173017526,10,0,1,1
249.03,3534,92.95331069609507,5,1,0,0
19607.6,499,3829.3787575150295,2,0,1,1
11753.11,3906,200.8988735279058,3,0,1,1
1142.48,757,50.9220607661823,4,0,1,0
16752.37,2160,675.5726851851852,12,1,1,1
12307.71,1150,970.235652173913,11,1,0,1
2573.82,262,882.3740458015268,7,1,0,1
9575.12,2156,344.1150278293136,8,0,0,1
7822.65,4361,79.37743636780554,6,1,1,1
3788.13,434,772.8410138248848,6,1,0,1
4105.1,2494,64.59903769045711,6,1,0,0
3914.95,4064,3.6675688976378,8,0,0,1
13826.16,3686,275.0992946283234,9,1,0,1
3066.63,2164,41.711182994454724,10,0,1,1
1295.91,3601,64.01249652874202,2,0,1,0
13969.05,4334,222.31310567604982,8,1,1,1
12407.37,4110,201.88248175182483,10,0,0,1
3492.89,4238,17.581642284096276,3,0,1,0
12531.01,3499,258.1311803372392,3,1,0,1
8398.1,949,784.9420442571128,9,0,0,1
9681.92,4318,124.22232515053267,6,1,1,1
15440.61,4166,270.6339414306289,12,0,1,1
18775.29,3947,375.6850772738789,10,1,1,1
16945.41,3860,339.0002590673575,9,0,0,1
953.47,2122,55.06738925541942,1,0,0,0
7330.7,2373,208.921196797303,2,0,1,1
5017.58,4848,3.497937293729372,6,0,1,0
18907.12,3372,460.7093712930012,4,1,1,1
12695.25,1436,784.0703342618385,4,0,0,1
12406.41,1270,876.8826771653544,5,1,1,1
17583.89,889,1877.9403824521935,3,1,0,1
16572.02,1285,1189.6513618677043,11,1,0,1
17876.1,4181,327.55560870605115,1,1,1,1
11324.5,3001,277.35754748417196,2,1,0,1
10807.92,1886,473.0604453870626,6,1,0,1
598.33,676,11.489644970414195,3,1,1,1
11299.15,2149,425.78641228478364,1,0,0,1
17009.63,4086,316.29050416054827,12,1,0,1
4669.47,2690,73.58624535315987,1,0,0,0
15594.03,3909,298.9263238679969,5,1,1,1
16053.98,3863,315.58322547243074,12,1,1,1
13258.33,2321,471.2335200344679,1,1,1,1
6850.17,4218,62.40327169274538,8,0,1,1
1462.27,4016,63.58889442231076,11,1,1,1
10738.46,4151,158.69573596723677,9,1,1,1
6772.79,917,638.5812431842967,9,0,0,1
1915.56,4367,56.13556217082666,3,1,1,1
15864.36,2901,446.8583247156153,1,0,1,1
17707.23,1988,790.7057344064386,8,0,0,1
1206.76,4113,70.65985898371018,3,1,1,1
15540.73,2321,569.5704437742353,7,1,1,1
7578.04,3964,91.17154389505549,1,0,1,0
7386.97,4656,58.65485395189004,3,1,1,1
3015.11,2093,44.056856187290975,12,0,1,1
10512.81,1080,873.4083333333333,6,1,0,1
540.51,794,31.92569269521411,8,1,0,1
2808.51,2480,13.246370967741944,10,1,1,1
1094.38,2777,60.59128555995679,9,1,1,1
9552.27,3549,169.15384615384616,9,0,0,1
11649.71,523,2127.4780114722753,10,1,0,1
4011.81,4998,19.731692677070832,4,0,1,0
10946.91,2377,360.5347076146403,3,1,1,1
6334.86,3959,60.01161909573124,6,1,1,1
2910.79,1491,95.22401073105297,9,1,1,1
7189.49,3936,82.6598069105691,3,0,1,0
12696.29,4791,165.00292214568987,12,1,0,1
13736.51,3324,313.25240673886884,9,1,1,1
18275.65,970,1784.0876288659797,2,0,0,1
12891.51,2987,331.58721124874455,10,0,0,1
4570.08,3791,20.55077815879715,4,1,1,1
8855.33,3438,157.5721349621873,5,0,1,1
4614.83,1681,174.52885187388458,3,0,1,1
218.34,4825,95.47481865284973,10,1,1,1
14337.19,3836,273.75364963503654,9,1,1,1
3243.61,464,599.0538793103449,2,0,0,1
7702.52,1621,375.1708821714991,4,0,1,1
227.28,812,72.00985221674877,11,1,1,1
12007.7,4194,186.30662851692895,12,1,1,1
11171.85,2660,319.99436090225566,12,0,0,1
6258.73,4021,55.65108182044266,11,0,1,1
2379.48,1663,43.083583884546,9,0,0,1
7788.94,1649,372.3432383262583,5,1,1,1
5295.37,843,528.1577698695136,4,0,1,1
1962.82,969,102.56140350877192,9,0,0,1
19861.48,1871,961.5435595938001,3,0,1,1
8525.48,1633,422.074709124311,1,0,0,1
17968.59,4992,259.9477163461538,7,1,0,1
19831.89,2891,585.9872016603251,7,0,0,1
10752.15,2410,346.1473029045643,8,0,1,1
16692.33,1187,1306.26200505476,9,1,1,1
887.79,2204,59.719147005444654,2,0,1,0
5148.49,2591,98.7066769587032,4,1,1,1
14229.64,1636,769.7823960880196,3,1,0,1
15954.65,2011,693.3689706613625,3,1,1,1
18889.37,3956,377.4866026289181,9,0,0,1
6907.33,846,716.4692671394799,3,0,1,1
3891.91,592,557.4172297297297,12,1,0,1
4365.51,3588,21.669732441471577,10,0,0,1
8986.59,345,2504.808695652174,8,0,0,1
14728.6,764,1827.8272251308902,4,0,1,1
15787.94,1825,765.0926027397261,11,1,0,1
10177.01,301,3281.0664451827242,10,1,1,1
1229.58,2214,44.46341463414634,7,1,0,0
6843.62,4110,66.51143552311434,12,0,0,1
1342.54,1135,18.285462555066076,3,1,0,0
6385.88,4752,34.38299663299664,7,1,1,1
16449.75,4303,282.28561468742737,1,1,1,1
7965.09,2466,222.9963503649635,2,1,0,1
8144.12,349,2233.558739255014,11,0,1,1
752.48,1318,42.907435508345976,10,0,0,1
15330.86,3464,342.5767898383372,10,1,0,1
3214.65,3054,5.260314341846762,10,0,1,1
13114.17,319,4011.0250783699057,8,1,0,1
19577.51,2579,659.1124466847615,4,1,0,1
2479.3,3819,35.07986383870122,10,0,1,1
14869.0,1954,660.9518935516888,8,0,1,1
5631.2,3691,52.56570035220807,9,1,0,1
11230.53,4019,179.43592933565563,11,1,1,1
11279.6,2441,362.08930766079476,8,1,1,1
10837.39,3646,197.2405375754251,12,1,0,1
5435.52,4197,29.50964974982131,1,0,1,0
8289.91,1294,540.6421947449768,1,1,0,1
6457.84,674,858.1364985163204,12,0,0,1
18134.17,2366,666.4484361792053,10,1,1,1
18849.5,496,3700.3024193548385,10,1,1,1
4061.74,4022,0.988065638985574,1,0,0,0
9529.75,3677,159.1718792493881,10,1,1,1
9783.03,4995,95.85645645645647,5,0,0,0
18888.49,3700,410.4997297297298,8,0,1,1
13941.17,2243,521.5412394115025,12,0,1,1
12517.04,3599,247.7921644901362,9,1,0,1
16392.05,4001,309.6988252936766,1,0,0,1
2873.21,3995,28.07984981226533,12,1,1,1
15048.02,1831,721.8470780993993,8,0,1,1
7321.29,4879,50.05718384914941,1,1,0,0
9638.94,1660,480.65903614457835,1,1,0,1
6194.59,3671,68.74393898120404,9,1,1,1
6304.62,3003,109.94405594405595,6,0,0,0
13375.47,3370,296.8982195845697,1,1,1,1
18390.85,4088,349.87402152641874,3,0,1,1
728.72,1183,38.40067624683009,9,1,1,1
4604.75,4262,8.041999061473486,10,1,1,1
4494.81,2285,96.70940919037201,10,0,1,1
6527.12,491,1229.3523421588593,12,0,0,1
11567.36,837,1282.0023894862604,7,1,0,1
6646.41,1788,271.7231543624161,1,0,0,1
7317.76,1809,304.51962410171365,6,0,1,1
14135.38,1302,985.6666666666665,11,0,0,1
18170.23,3055,494.7702127659574,7,0,1,1
4138.71,1872,121.0849358974359,4,0,0,0
8649.12,1491,480.0885311871228,8,1,1,1
13364.02,1530,773.4653594771241,1,1,1,1
14217.36,339,4093.911504424779,11,1,0,1
9166.6,3600,154.6277777777778,3,1,1,1
13435.27,3652,267.8880065717415,9,1,0,1
270.82,1976,86.29453441295547,7,1,1,1
13262.93,660,1909.5348484848487,2,1,0,1
1043.15,3208,67.48285536159601,5,1,0,0
9081.57,713,1173.7124824684433,1,0,0,1
706.78,1156,38.859861591695505,4,0,0,0
6302.93,4393,43.476667425449584,6,0,1,0
14163.43,2963,378.0097873776578,5,1,0,1
19523.42,2261,763.486068111455,8,0,0,1
120.19,2835,95.76049382716049,2,1,1,1
19407.52,4624,319.7128027681661,7,1,0,1
16905.02,860,1865.7,9,0,1,1
8317.91,3920,112.19158163265305,4,0,0,0
9375.53,3638,157.71110500274878,10,1,1,1
12275.85,3054,301.9597249508841,6,0,0,1
8769.43,2943,197.97587495752634,3,0,0,1
9935.56,4036,146.17343904856293,9,1,0,1
10311.82,4145,148.77732207478888,6,0,1,0
19061.52,4368,336.3901098901099,2,1,1,1
7794.56,1197,551.1746031746032,8,1,1,1
15510.13,3297,370.43160448892934,12,1,1,1
5034.15,1001,402.9120879120879,2,0,0,1
6798.78,4014,69.37668161434976,2,1,0,0
12349.4,475,2499.8736842105263,10,1,0,1
13238.1,2402,451.1282264779351,1,1,1,1
8141.82,4786,70.11742582532385,11,0,0,1
13029.02,1117,1066.4297224709042,11,1,1,1
8317.13,4495,85.03070077864292,10,0,0,1
17129.3,3095,453.4507269789984,12,1,1,1
18650.97,4609,304.6641353872858,8,1,1,1
18350.79,299,6037.3879598662215,4,1,1,1
19567.04,4531,331.84815713970426,1,0,0,1
7359.11,1849,298.0048674959437,1,1,1,1
12264.32,3835,219.79973924380704,3,1,0,1
12306.09,2266,443.07546337157993,6,0,0,1
11974.69,2445,389.76237218813907,5,0,1,1
19693.94,4914,300.77207977207973,3,0,0,1
1547.83,1411,9.697377746279228,8,0,0,1
5243.96,259,1924.6949806949808,5,0,1,1
9809.67,3805,157.80998685939554,7,1,0,1
9551.05,863,1006.7265353418306,6,1,1,1
660.0,3836,82.79457768508863,5,0,1,0
16637.89,2659,525.7198194810079,9,0,1,1
16977.47,1221,1290.4561834561837,12,0,1,1
88.12,4234,97.91875295229097,1,1,0,0
1143.8,4855,76.44078269824922,12,0,1,1
19596.45,3068,538.7369621903521,12,0,1,1
8571.28,367,2235.4986376021798,8,1,1,1
6642.01,296,2143.9222972972975,12,1,0,1
2406.49,1708,40.895199063231836,4,1,1,1
12868.88,1946,561.2990750256937,4,1,0,1
324.31,343,5.448979591836734,7,0,1,0
13311.81,3412,290.14683470105507,4,0,0,1
1329.03,1350,1.5533333333333355,2,1,1,1
15560.63,4717,229.88403646385413,7,0,0,1
18400.39,445,4034.9191011235953,10,0,0,1
4350.41,2915,49.24219554030874,6,0,0,0
15050.23,3346,349.79766885833834,8,0,1,1
8209.93,2621,213.23655093475776,7,0,0,1
19347.14,4406,339.10894235133907,7,1,0,1
18534.46,4558,306.6358051777095,5,1,0,1
15365.95,2477,520.3451756156642,1,0,0,1
18553.49,2918,535.8289924605895,2,0,1,1
7510.98,517,1352.8007736943905,3,0,0,1
6483.46,4968,30.504428341384866,10,1,1,1
5929.29,628,844.1544585987261,3,0,1,1
17217.52,1217,1314.7510271158587,1,1,0,1
14242.72,3435,314.63522561863175,9,1,0,1
8968.8,3587,150.0362419849456,11,1,0,1
18708.9,2400,679.5375000000001,5,0,0,1
10937.77,2885,279.12547660311964,12,1,0,1
13472.2,4358,209.13721890775588,1,1,1,1
19442.29,4876,298.7344134536506,1,0,0,1
1493.54,4427,66.26293200813191,3,1,0,0
10175.16,2427,319.2484548825711,3,0,1,1
13192.32,4770,176.56855345911947,11,0,0,1
7871.56,2339,236.53527148354,3,1,1,1
12775.49,3620,252.91408839779007,8,0,0,1
57.88,565,89.75575221238938,8,0,1,1
536.35,4830,88.89544513457555,8,1,1,1
17924.38,4628,287.30293863439937,6,1,1,1
17277.99,1829,844.6686714051395,11,1,1,1
3803.58,4616,17.600086655112655,7,0,0,0
7742.39,1440,437.66597222222225,9,0,0,1
15204.97,612,2384.472222222222,10,1,0,1
4743.35,465,920.0752688172043,8,1,0,1
6405.29,4978,28.671956609079952,6,0,1,0
5089.13,201,2431.905472636816,9,0,1,1
9370.83,2292,308.8494764397906,2,1,0,1
4042.2,1316,207.1580547112462,9,0,1,1
6216.56,904,587.6725663716815,11,1,0,1
13917.77,1747,696.6668574699485,2,1,0,1
4204.88,3827,9.874052782858639,2,0,1,0
13548.72,4359,210.82174810736407,1,1,1,1
14710.03,340,4226.479411764706,12,0,1,1
5132.22,1133,352.9761694616064,1,1,0,1
3057.81,4290,28.722377622377625,6,0,0,0
12380.86,604,1949.811258278146,12,0,1,1
5854.19,4938,18.553867962737943,8,1,0,1
10258.24,3448,197.51276102088167,2,0,0,1
2893.65,4139,30.088185552065717,8,1,0,1
19534.01,4328,351.3403419593345,12,0,0,1
3865.54,842,359.0902612826603,10,0,1,1
16508.46,2600,534.9407692307692,5,1,1,1
7762.78,4652,66.86973344797936,11,1,1,1
16462.72,2936,460.7193460490463,11,1,1,1
2411.55,3341,27.819515115234957,1,0,1,0
11740.09,1877,525.4709643047416,7,1,0,1
17077.79,1329,1185.0105342362679,5,0,0,1
2745.19,3891,29.44769982009766,3,1,0,0
19585.82,1470,1232.3687074829932,2,0,0,1
10256.24,1374,646.4512372634643,3,1,0,1
13376.75,4023,232.50683569475515,6,1,0,1
19009.56,3609,426.7265170407315,11,1,0,1
9992.92,2471,304.40793201133147,1,1,0,1
9419.28,2066,355.91868344627306,8,1,0,1
5406.65,4029,34.19334822536609,7,1,1,1
5864.36,2435,140.83613963039014,8,1,1,1
18817.07,1563,1103.9072296865004,2,1,0,1
557.78,2673,79.13280957725402,2,1,0,0
2179.31,3324,34.437123947051745,5,0,1,0
2721.55,4105,33.70158343483556,1,1,0,0
5796.7,4154,39.54501685122773,3,0,0,0
2876.58,2185,31.651258581235698,1,0,1,0
1618.77,4417,63.35136970794657,7,0,1,0
1340.23,1614,16.962205700123913,1,0,0,0
14766.52,4274,245.49649040711276,7,1,1,1
8989.84,2976,202.07795698924733,3,0,0,1
7793.33,1035,652.9787439613526,3,1,0,1
5032.43,3034,65.86783124588004,10,1,1,1
18710.23,1824,925.7801535087718,5,0,0,1
1252.15,3411,63.29082380533567,9,1,0,1
9815.99,4906,100.08132898491641,12,1,1,1
6893.2,1229,460.87876322213185,7,0,0,1
7884.79,3131,151.8297668476525,2,1,1,1
9755.5,3413,185.8335774978025,1,1,0,1
125.32,3667,96.58249250068175,9,1,0,1
16430.84,4811,241.52650176678446,9,0,0,1
7448.78,2796,166.40844062947068,2,0,0,1
1443.01,398,262.56532663316585,9,0,0,1
13154.09,4984,163.9263643659711,1,1,1,1
13876.44,4825,187.59461139896374,6,0,0,1
3332.66,1774,87.86133032694475,4,0,1,0
11121.4,3918,183.8540071465033,9,1,1,1
9344.09,4534,106.0893250992501,4,1,1,1
1792.47,735,143.8734693877551,12,0,1,1
9215.05,2017,356.8691125433812,2,0,0,1
13524.02,2485,444.2261569416499,3,0,0,1
11412.32,3404,235.26204465334902,6,0,0,1
7636.32,2485,207.29657947686118,7,1,1,1
4810.95,4487,7.219745932694447,12,1,1,1
9177.61,1078,751.3552875695733,6,1,1,1
14362.12,1134,1166.500881834215,11,1,1,1
8028.6,2723,194.84392214469338,4,1,0,1
7286.91,1648,342.1668689320388,5,1,0,1
11147.93,4492,148.17297417631346,1,1,1,1
17650.62,1915,821.7033942558746,3,1,1,1
14236.3,4371,225.69892473118279,7,1,1,1
19351.38,2877,572.6235662148072,8,1,1,1
5432.57,3623,49.94672922991995,10,0,1,1
3205.77,3979,19.432772053279717,12,1,1,1
17880.16,2654,573.7061039939714,1,1,1,1
924.74,3582,74.18369625907314,9,1,1,1
15399.59,4209,265.87289142314086,12,0,0,1
5301.56,4070,30.25945945945947,12,0,0,1
18834.33,1852,916.972462203024,5,1,0,1
6246.43,1886,231.19989395546133,3,1,1,1
16459.15,3205,413.54602184087366,10,0,0,1
10561.59,3747,181.86789431545236,5,1,1,1
8621.95,808,967.0730198019802,4,1,1,1
8480.23,1827,364.1614668856048,6,0,1,1
6968.33,3581,94.59173415247137,6,1,0,0
8340.89,1488,460.54368279569894,5,0,0,1
10756.72,2081,416.90148966842855,9,0,0,1
4360.9,321,1258.5358255451713,3,0,0,1
18706.39,3229,479.32455868689993,9,0,0,1
18097.81,739,2348.9594046008124,9,1,1,1
16308.83,4811,238.99043857825814,6,1,1,1
19807.22,1964,908.5142566191447,3,0,0,1
13079.86,3535,270.01018387553046,5,1,0,1
5643.3,3996,41.22372372372373,9,0,0,1
11595.28,3454,235.7058482918356,5,1,1,1
10760.69,2456,338.1388436482085,7,1,0,1
15210.59,3005,406.17603993344426,1,1,0,1
18370.21,719,2454.9666203059805,11,1,0,1
3463.37,3365,2.9233283803863266,9,0,0,1
5776.4,3400,69.89411764705882,5,1,1,1
4562.65,4147,10.022908126356393,2,1,0,0
8263.81,3517,134.96758601080467,12,1,0,1
15054.56,4971,202.84771675719168,9,0,0,1
18754.78,4120,355.2131067961165,11,1,0,1
1797.85,1164,54.454467353951884,12,0,1,1
5766.74,3263,76.73122893043211,5,1,1,1
15380.66,1355,1035.1040590405903,4,0,1,1
13677.48,3338,309.7507489514679,9,1,1,1
14899.54,4500,231.1008888888889,7,0,1,1
2311.56,4737,51.20202659911336,6,1,0,0
16703.34,3676,354.38900979325354,1,1,0,1
6605.97,1116,491.9327956989248,3,0,1,1
922.78,754,22.38461538461538,7,0,0,0
8551.27,2749,211.0683885049109,12,1,0,1
2001.52,4076,50.89499509322866,1,0,1,0
15814.78,1706,827.0093786635405,9,1,0,1
6519.19,3774,72.73953365129834,1,1,0,0
8573.99,217,3851.147465437788,2,0,0,1
12805.84,1046,1124.2676864244743,2,0,0,1
5274.07,4627,13.98465528420142,6,0,0,0
14507.45,1508,862.0324933687003,4,0,1,1
2037.56,4746,57.067846607669615,8,1,1,1
6597.09,998,561.0310621242485,5,0,0,1
838.71,4634,81.90094950366854,6,1,0,0
3069.8,4353,29.47852056053296,11,0,1,1
4614.52,318,1351.1069182389938,2,0,1,1
19234.98,4775,302.8268062827225,7,1,1,1
6592.88,4069,62.0270336692062,9,1,0,1
917.71,3140,70.77356687898089,6,0,1,0
18862.94,2965,536.1868465430017,1,1,1,1
11299.25,3237,249.06549274019153,8,1,0,1
19911.17,3663,443.5754845754845,7,0,0,1
1738.31,691,151.56439942112877,11,0,0,1
7173.09,3491,105.47378974505872,10,0,1,1
10226.01,1811,464.6609607951408,1,0,0,1
18956.24,1973,860.7825646224026,9,0,0,1
373.5,1497,75.0501002004008,7,0,1,0
19214.8,1478,1200.0541271989175,2,1,0,1
12060.58,2951,308.69467976956963,7,1,0,1
13995.08,909,1439.6127612761277,6,0,1,1
11533.94,2071,456.92612264606475,12,1,0,1
2526.44,3189,20.776418940106613,9,0,0,1
13939.49,3728,273.9133583690987,3,0,0,1
78.38,4268,98.16354264292409,12,0,1,1
7335.8,953,669.7586568730326,4,1,1,1
1076.69,2583,58.316298877274484,9,0,1,1
14333.42,3639,293.88348447375654,1,1,0,1
10301.32,3320,210.28072289156628,2,0,0,1
8651.09,3726,132.18169618894257,5,0,0,0
383.5,2512,84.73328025477707,4,0,1,0
533.95,217,146.0599078341014,3,1,1,1
2250.32,2150,4.666046511627915,8,1,1,1
2065.28,901,129.22086570477248,12,1,1,1
8591.55,3920,119.172193877551,3,1,0,0
3715.95,3004,23.70006657789613,2,1,0,0
506.97,4742,89.30894137494727,5,1,0,0
9394.98,4327,117.12456667437023,3,1,0,0
17733.08,1895,835.782585751979,3,0,1,1
11497.88,951,1109.030494216614,4,0,0,1
13011.77,3373,285.7625259412985,5,0,0,1
1441.92,3332,56.7250900360144,6,1,1,1
13720.13,4088,235.6196183953033,4,0,1,1
14478.64,3440,320.89069767441856,4,0,0,1
7938.04,4311,84.1345395499884,8,1,1,1
16587.74,4471,271.0073808991277,8,0,1,1
6407.38,1726,271.22711471610666,1,1,1,1
7786.88,1906,308.5456453305352,11,1,0,1
11208.8,1619,592.3285978999382,4,1,1,1
11423.07,4776,139.17650753768845,8,0,0,1
10154.04,3520,188.46704545454548,2,1,1,1
17517.33,2781,529.8932038834952,2,0,1,1
1569.76,2767,43.26852186483556,4,1,1,1
877.22,3294,73.36915604128717,1,1,1,1
9401.99,1387,577.8651766402307,5,0,0,1
11136.18,3157,252.74564459930312,8,1,1,1
6624.79,1074,516.8333333333333,3,1,1,1
11445.66,3988,187.0025075225677,9,1,1,1
15800.17,4841,226.38235901673207,11,1,0,1
19981.58,4004,399.04045954045955,7,1,1,1
11148.06,4728,135.78807106598984,5,0,0,0
2024.45,4814,57.94661404237641,3,1,1,1
5012.49,2051,144.39249146757678,8,1,1,1
15903.98,715,2124.332867132867,1,0,0,1
8312.96,1705,387.5636363636363,3,0,0,1
12967.1,3346,287.5403466826061,1,1,0,1
8552.06,3854,121.90088220031134,9,0,1,1
15138.84,3276,362.1135531135531,5,0,0,1
5083.08,1890,168.94603174603174,1,1,0,1
9365.05,1247,651.0064153969525,1,0,1,1
3462.76,1340,158.41492537313434,1,1,0,1
11166.16,2460,353.90894308943086,2,0,0,1
12914.19,3795,240.29486166007908,9,0,0,1
9014.93,3285,174.42709284627094,11,0,0,1
5834.45,4781,22.034093285923444,7,1,1,1
19926.27,1947,923.4345146379045,7,1,1,1
2704.06,2583,4.686798296554392,6,1,0,0
2025.26,1231,64.52152721364745,2,0,1,0
